n,p,k,ph,humidity,temperature,pump,total_nutrients,temp_ph_interaction,yield_ton_ha,irrigation_volume_l_m2,fertilizer_kg_ha,humidity_range,ph_range,temperature_range,source
0,0,1,7.01,91.5,39.3,0,1,275.44,0.0,2.702,73.9,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,1,7.44,93.5,26.4,0,2,196.41,0.717,0.0,63.94,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.43,74.1,35.0,1,2,259.69,1.051,1.058,53.83,adequada,alcalino,estresse,synthetic_agronomic_soy
0,0,0,6.96,52.2,37.4,0,0,260.78,0.553,6.101,108.53,baixa,alcalino,estresse,synthetic_agronomic_soy
0,0,0,7.67,32.6,14.9,1,0,114.66,0.0,2.937,123.6,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,1,5.34,80.0,25.2,0,3,134.6,1.822,0.0,23.31,excesso,acido,ideal,synthetic_agronomic_soy
0,0,1,7.65,73.9,38.8,0,1,296.95,0.5,2.662,89.24,adequada,alcalino,estresse,synthetic_agronomic_soy
1,0,0,4.99,32.8,24.7,0,1,123.48,0.234,4.45,98.56,critica,acido,ideal,synthetic_agronomic_soy
1,0,0,6.47,51.1,29.0,0,1,187.25,2.699,2.805,59.2,baixa,ideal,ideal,synthetic_agronomic_soy
1,1,1,5.07,52.0,38.2,0,3,193.66,0.118,6.431,33.03,baixa,acido,estresse,synthetic_agronomic_soy
1,1,0,6.5,81.1,19.0,0,2,123.43,1.768,0.0,27.81,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,1,5.97,69.7,38.8,0,3,231.87,1.003,2.448,8.62,adequada,acido,estresse,synthetic_agronomic_soy
0,1,0,5.04,66.5,23.9,0,1,120.63,0.588,0.6,102.6,adequada,acido,ideal,synthetic_agronomic_soy
0,1,1,6.74,67.0,29.8,0,2,200.92,4.649,2.161,30.91,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,1,6.99,36.6,21.8,1,2,152.75,0.543,2.839,31.06,critica,alcalino,ideal,synthetic_agronomic_soy
0,1,1,5.32,44.7,27.8,0,2,148.04,0.637,3.526,52.75,baixa,acido,ideal,synthetic_agronomic_soy
0,1,0,6.88,18.7,13.5,0,1,92.78,0.347,6.361,73.55,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,0,5.34,78.0,14.0,0,2,74.49,0.0,0.835,56.05,excesso,acido,baixa,synthetic_agronomic_soy
1,1,0,5.21,49.6,24.4,0,2,127.39,0.935,2.498,54.1,baixa,acido,ideal,synthetic_agronomic_soy
1,0,0,5.24,50.1,22.0,1,1,115.58,0.456,1.68,91.09,baixa,acido,ideal,synthetic_agronomic_soy
0,0,1,6.6,34.6,30.5,1,1,201.04,0.688,4.805,60.08,critica,ideal,ideal,synthetic_agronomic_soy
1,1,1,7.14,31.8,13.1,0,3,93.75,0.653,3.759,8.37,critica,alcalino,baixa,synthetic_agronomic_soy
0,1,0,6.59,62.0,17.0,0,1,112.24,1.437,0.711,60.02,adequada,ideal,baixa,synthetic_agronomic_soy
0,1,1,7.23,33.6,18.3,0,2,132.18,0.398,3.637,53.25,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,1,6.57,20.1,25.2,1,1,165.77,0.376,4.413,59.84,critica,ideal,ideal,synthetic_agronomic_soy
1,1,1,7.19,76.4,19.4,0,3,139.56,1.452,0.0,9.86,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.73,45.1,16.1,0,3,124.68,0.506,1.931,37.88,baixa,alcalino,baixa,synthetic_agronomic_soy
1,1,1,5.97,45.4,29.9,0,3,178.75,2.644,4.514,4.43,baixa,acido,ideal,synthetic_agronomic_soy
0,1,0,5.25,49.5,34.3,1,1,180.15,0.787,4.065,92.37,baixa,acido,estresse,synthetic_agronomic_soy
0,1,0,5.21,80.2,32.6,1,1,169.5,0.524,0.943,95.99,excesso,acido,estresse,synthetic_agronomic_soy
0,0,1,6.59,40.7,20.3,1,1,133.73,1.145,2.029,63.88,baixa,ideal,ideal,synthetic_agronomic_soy
0,1,1,6.44,75.6,37.6,0,2,242.41,1.378,2.78,27.91,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,0,5.35,90.2,30.4,0,2,162.48,0.964,1.723,46.15,excesso,acido,ideal,synthetic_agronomic_soy
1,1,0,7.45,67.9,30.4,0,2,226.67,1.645,1.453,61.07,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.67,49.5,18.4,1,2,141.02,0.948,1.7,55.19,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,1,5.56,74.8,19.3,0,2,107.11,1.375,0.0,54.71,adequada,acido,ideal,synthetic_agronomic_soy
1,0,0,5.42,51.6,26.2,1,1,142.25,1.313,2.08,90.93,baixa,acido,ideal,synthetic_agronomic_soy
1,0,0,5.44,48.2,19.1,0,1,104.13,0.571,2.657,78.64,baixa,acido,ideal,synthetic_agronomic_soy
0,0,1,5.96,57.0,32.6,0,1,194.62,2.37,3.603,62.95,adequada,acido,estresse,synthetic_agronomic_soy
1,0,0,7.36,40.4,21.3,0,1,156.44,0.359,3.73,82.82,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.59,23.3,16.6,1,2,109.08,0.272,3.904,37.48,critica,ideal,baixa,synthetic_agronomic_soy
1,1,0,5.0,48.2,16.5,1,2,82.79,0.218,1.634,61.34,baixa,acido,baixa,synthetic_agronomic_soy
1,0,0,6.22,24.9,15.8,1,1,98.36,0.572,3.946,61.9,critica,ideal,baixa,synthetic_agronomic_soy
1,0,1,5.07,47.8,25.2,0,2,127.75,0.631,2.903,60.04,baixa,acido,ideal,synthetic_agronomic_soy
1,0,1,6.02,59.6,12.1,1,2,72.77,0.392,0.316,41.84,adequada,ideal,baixa,synthetic_agronomic_soy
1,1,1,6.01,89.5,28.3,0,3,169.93,1.905,0.497,5.39,excesso,ideal,ideal,synthetic_agronomic_soy
0,0,0,6.75,17.9,20.9,1,0,141.3,0.532,4.675,92.13,critica,ideal,ideal,synthetic_agronomic_soy
1,1,0,6.45,64.7,28.6,0,2,184.26,4.295,1.177,24.1,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,1,7.42,51.6,40.1,0,2,297.44,0.304,6.862,49.31,baixa,alcalino,estresse,synthetic_agronomic_soy
1,1,0,4.85,16.6,38.1,1,2,184.6,0.084,9.678,73.65,critica,acido,estresse,synthetic_agronomic_soy
1,1,1,7.12,35.0,29.3,0,3,208.62,0.627,5.895,14.09,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,1,4.87,24.5,24.5,0,3,119.47,0.73,6.171,28.95,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,5.71,32.3,33.0,1,2,188.24,0.212,5.937,37.51,critica,acido,estresse,synthetic_agronomic_soy
0,0,0,7.44,37.0,39.7,0,0,295.28,0.087,9.09,117.97,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,0,6.87,47.1,26.7,0,1,183.37,2.576,3.053,66.03,baixa,alcalino,ideal,synthetic_agronomic_soy
0,1,0,5.32,57.3,15.0,0,1,79.63,0.257,1.363,83.47,adequada,acido,baixa,synthetic_agronomic_soy
1,1,0,6.27,15.1,35.0,1,2,219.42,0.089,8.499,27.45,critica,ideal,estresse,synthetic_agronomic_soy
1,1,1,6.97,27.9,12.3,1,3,85.78,0.0,3.636,13.05,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,1,7.61,22.5,34.9,0,3,265.96,0.046,9.245,20.86,critica,alcalino,estresse,synthetic_agronomic_soy
0,0,0,6.7,59.0,14.5,1,0,97.51,0.847,0.84,92.77,adequada,ideal,baixa,synthetic_agronomic_soy
1,0,1,4.87,41.3,15.2,1,2,74.08,0.0,2.992,72.1,baixa,acido,baixa,synthetic_agronomic_soy
0,1,1,6.3,58.9,35.5,0,2,223.31,1.694,2.768,27.86,adequada,ideal,estresse,synthetic_agronomic_soy
1,0,1,5.26,32.7,32.7,0,2,171.89,0.242,7.847,52.35,critica,acido,estresse,synthetic_agronomic_soy
1,1,1,4.94,16.9,28.9,1,3,142.65,0.046,6.293,37.32,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,6.6,90.3,36.6,1,2,241.51,0.721,1.475,32.64,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,1,7.13,23.7,37.5,1,3,267.7,0.042,8.157,15.2,critica,alcalino,estresse,synthetic_agronomic_soy
0,0,0,4.91,25.1,25.7,0,0,126.26,0.0,6.06,137.33,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,7.15,26.7,41.9,1,3,299.54,0.0,8.929,16.08,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,0,6.92,93.5,22.7,0,2,157.25,1.36,0.379,41.85,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.06,64.4,17.1,0,3,120.98,1.527,1.011,6.58,adequada,alcalino,baixa,synthetic_agronomic_soy
0,0,0,5.53,63.8,37.4,0,0,206.86,0.754,3.422,109.24,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,5.98,93.9,24.5,0,2,146.33,0.815,0.0,48.21,excesso,acido,ideal,synthetic_agronomic_soy
0,0,1,5.16,22.1,38.2,0,1,197.26,0.0,11.266,88.02,critica,acido,estresse,synthetic_agronomic_soy
1,0,1,5.52,93.0,13.8,0,2,76.32,0.0,0.0,51.31,excesso,acido,baixa,synthetic_agronomic_soy
0,1,1,5.71,31.3,15.3,0,2,87.52,0.479,4.82,54.69,critica,acido,baixa,synthetic_agronomic_soy
0,0,0,5.76,64.8,13.2,1,0,76.06,0.0,0.296,109.25,adequada,acido,baixa,synthetic_agronomic_soy
1,0,1,5.33,48.6,30.1,0,2,160.07,1.258,3.773,57.4,baixa,acido,ideal,synthetic_agronomic_soy
1,1,1,5.37,45.7,37.0,0,3,198.31,0.601,6.78,18.74,baixa,acido,estresse,synthetic_agronomic_soy
1,1,0,7.5,89.5,24.1,0,2,180.7,0.739,0.0,53.6,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.15,26.9,14.7,1,2,105.28,0.0,3.92,46.0,critica,alcalino,baixa,synthetic_agronomic_soy
0,1,1,5.83,94.8,23.2,0,2,135.36,0.388,0.0,44.42,excesso,acido,ideal,synthetic_agronomic_soy
1,1,1,7.64,45.3,22.4,0,3,171.52,0.802,2.888,33.71,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,0,5.52,66.9,31.3,0,1,172.7,1.456,1.718,83.08,adequada,acido,ideal,synthetic_agronomic_soy
0,0,1,6.02,92.4,31.6,0,1,190.03,0.79,1.911,64.53,excesso,ideal,ideal,synthetic_agronomic_soy
0,1,0,7.24,19.6,15.1,0,1,109.27,0.0,6.206,80.73,critica,alcalino,baixa,synthetic_agronomic_soy
1,0,1,6.13,88.8,24.6,0,2,150.8,1.511,0.543,37.66,excesso,ideal,ideal,synthetic_agronomic_soy
0,0,0,5.5,60.4,31.3,0,0,172.14,1.062,3.137,116.15,adequada,acido,ideal,synthetic_agronomic_soy
1,0,0,5.91,71.4,19.8,0,1,116.73,1.716,0.308,69.59,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,6.3,26.9,24.2,1,0,152.59,0.0,3.138,81.73,critica,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.66,57.7,30.4,0,1,202.6,2.794,2.691,69.24,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,0,6.02,68.9,24.1,0,1,144.92,3.192,0.0,66.19,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.09,51.5,12.9,0,1,78.77,0.344,3.365,66.41,baixa,ideal,baixa,synthetic_agronomic_soy
1,1,0,5.59,27.4,18.7,1,2,104.45,0.757,3.433,45.63,critica,acido,ideal,synthetic_agronomic_soy
0,1,0,6.41,34.5,35.3,1,1,226.02,0.253,5.349,52.67,critica,ideal,estresse,synthetic_agronomic_soy
1,1,1,5.46,83.4,19.5,0,3,106.19,1.067,0.0,23.2,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,7.4,17.8,36.5,1,1,270.43,0.077,8.103,79.75,critica,alcalino,estresse,synthetic_agronomic_soy
1,0,0,7.04,71.7,26.0,0,1,183.15,2.663,0.23,69.45,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,0,6.03,95.0,26.2,0,2,157.93,1.017,0.649,45.14,excesso,ideal,ideal,synthetic_agronomic_soy
1,0,0,7.04,15.6,35.1,1,1,247.27,0.393,7.897,79.38,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,0,4.82,27.9,23.5,0,2,113.29,0.243,5.523,71.14,critica,acido,ideal,synthetic_agronomic_soy
1,0,0,5.83,68.9,19.2,0,1,111.74,1.704,0.103,67.63,adequada,acido,ideal,synthetic_agronomic_soy
0,1,0,6.12,19.8,15.2,0,1,92.74,0.0,5.83,65.48,critica,ideal,baixa,synthetic_agronomic_soy
0,0,0,6.21,62.2,32.2,0,0,199.68,2.359,2.575,90.11,adequada,ideal,estresse,synthetic_agronomic_soy
1,0,1,7.05,69.7,26.1,0,2,183.89,3.181,0.8,42.59,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.69,62.1,36.3,1,3,278.95,0.434,2.595,27.9,adequada,alcalino,estresse,synthetic_agronomic_soy
1,0,1,5.94,44.2,25.7,1,2,152.84,1.892,2.047,32.81,baixa,acido,ideal,synthetic_agronomic_soy
1,0,1,5.85,70.8,24.4,0,2,143.04,3.348,0.17,31.91,adequada,acido,ideal,synthetic_agronomic_soy
0,1,0,6.63,62.5,21.0,0,1,139.03,2.869,1.058,64.43,adequada,ideal,ideal,synthetic_agronomic_soy
0,0,0,5.64,31.6,18.0,1,0,101.49,0.405,3.379,110.52,critica,acido,baixa,synthetic_agronomic_soy
0,0,1,5.22,60.1,36.9,0,1,192.84,0.738,4.34,92.54,adequada,acido,estresse,synthetic_agronomic_soy
0,1,0,7.68,85.6,14.9,0,1,114.17,0.207,0.0,98.39,excesso,alcalino,baixa,synthetic_agronomic_soy
1,1,0,7.23,68.3,39.1,1,2,282.38,0.637,2.277,52.1,adequada,alcalino,estresse,synthetic_agronomic_soy
0,0,0,7.68,52.7,12.8,0,0,98.3,0.01,2.385,134.79,baixa,alcalino,baixa,synthetic_agronomic_soy
1,0,1,5.45,40.7,27.7,0,2,150.89,0.891,3.804,58.51,baixa,acido,ideal,synthetic_agronomic_soy
0,0,1,4.85,21.9,13.7,1,1,66.73,0.0,3.738,102.69,critica,acido,baixa,synthetic_agronomic_soy
1,0,0,6.11,34.6,35.4,1,1,216.29,0.306,6.371,65.44,critica,ideal,estresse,synthetic_agronomic_soy
1,0,0,7.6,15.9,18.3,0,1,139.44,0.102,6.962,93.15,critica,alcalino,ideal,synthetic_agronomic_soy
0,1,0,5.21,93.9,29.0,0,1,151.12,0.756,1.26,83.88,excesso,acido,ideal,synthetic_agronomic_soy
1,1,0,5.15,32.8,39.5,1,2,203.45,0.021,7.049,65.06,critica,acido,estresse,synthetic_agronomic_soy
0,1,1,5.01,80.2,31.5,0,2,157.6,0.452,1.246,67.15,excesso,acido,ideal,synthetic_agronomic_soy
0,1,1,7.1,28.5,17.3,0,2,123.1,0.419,5.114,37.78,critica,alcalino,baixa,synthetic_agronomic_soy
0,0,0,7.16,37.7,35.9,1,0,256.97,0.0,5.018,117.51,critica,alcalino,estresse,synthetic_agronomic_soy
1,0,1,6.89,48.5,25.2,0,2,173.84,2.789,2.718,38.5,baixa,alcalino,ideal,synthetic_agronomic_soy
1,1,0,4.96,41.0,12.4,1,2,61.48,0.0,2.67,64.82,baixa,acido,baixa,synthetic_agronomic_soy
0,0,0,6.97,78.9,26.6,0,0,185.42,2.001,0.587,102.66,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,0,6.15,91.6,36.4,0,2,223.55,0.503,1.819,33.75,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,0,5.27,85.0,24.9,0,2,131.31,0.995,0.5,69.26,excesso,acido,ideal,synthetic_agronomic_soy
0,0,1,5.69,27.3,34.8,1,1,197.58,0.691,6.755,76.13,critica,acido,estresse,synthetic_agronomic_soy
0,1,1,6.3,77.1,33.2,0,2,209.06,2.592,2.154,28.89,excesso,ideal,estresse,synthetic_agronomic_soy
0,0,0,5.79,26.8,25.7,1,0,148.82,0.0,4.393,104.87,critica,acido,ideal,synthetic_agronomic_soy
1,1,0,7.71,88.1,21.7,0,2,167.28,0.434,0.111,57.8,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,0,6.22,56.4,33.8,0,2,210.36,2.984,3.336,34.03,adequada,ideal,estresse,synthetic_agronomic_soy
0,0,1,5.92,41.9,23.1,0,1,136.48,1.359,2.843,66.4,baixa,acido,ideal,synthetic_agronomic_soy
1,0,0,6.82,27.6,17.1,1,1,116.63,0.15,4.46,71.09,critica,alcalino,baixa,synthetic_agronomic_soy
1,0,1,6.75,15.9,21.6,0,2,146.01,0.121,6.838,31.93,critica,ideal,ideal,synthetic_agronomic_soy
1,0,1,4.81,34.8,38.3,0,2,184.15,0.0,8.84,66.47,critica,acido,estresse,synthetic_agronomic_soy
0,0,0,6.66,88.1,20.5,1,0,136.45,0.908,0.0,87.66,excesso,ideal,ideal,synthetic_agronomic_soy
1,0,1,5.53,78.8,19.0,1,2,105.36,0.94,0.089,47.93,excesso,acido,ideal,synthetic_agronomic_soy
1,1,1,5.93,92.6,16.0,0,3,94.83,0.768,0.0,1.5,excesso,acido,baixa,synthetic_agronomic_soy
1,1,1,6.92,23.1,13.7,0,3,94.48,0.25,5.446,0.0,critica,alcalino,baixa,synthetic_agronomic_soy
1,0,0,6.47,62.4,41.3,1,1,267.31,0.13,3.598,56.55,adequada,ideal,estresse,synthetic_agronomic_soy
0,0,1,5.91,35.6,28.1,1,1,165.98,0.831,4.217,63.14,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,5.3,58.4,33.9,0,2,179.69,1.306,3.355,65.21,adequada,acido,estresse,synthetic_agronomic_soy
0,1,1,6.32,40.6,35.2,1,2,222.27,0.802,5.78,28.38,baixa,ideal,estresse,synthetic_agronomic_soy
1,1,0,5.76,37.7,22.6,0,2,129.96,0.627,4.297,48.23,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,7.54,60.9,36.0,0,3,271.15,0.788,3.256,26.6,adequada,alcalino,estresse,synthetic_agronomic_soy
1,1,0,6.4,29.7,40.8,0,2,261.53,0.185,10.377,22.77,critica,ideal,estresse,synthetic_agronomic_soy
0,0,0,7.4,52.5,34.3,0,0,253.4,0.933,4.808,115.83,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,1,5.97,67.1,33.4,0,2,199.13,2.785,1.798,42.87,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,7.28,25.3,25.0,0,2,181.82,0.834,5.113,54.32,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,4.97,89.4,37.2,0,2,185.07,0.0,2.292,69.52,excesso,acido,estresse,synthetic_agronomic_soy
0,1,1,5.69,55.5,14.7,0,2,83.51,0.836,2.033,43.06,adequada,acido,baixa,synthetic_agronomic_soy
0,0,1,5.03,80.6,34.5,0,1,173.64,0.103,2.025,99.88,excesso,acido,estresse,synthetic_agronomic_soy
1,0,0,4.89,67.3,22.9,0,1,111.9,0.938,0.345,98.13,adequada,acido,ideal,synthetic_agronomic_soy
0,0,1,7.56,71.8,29.0,0,1,218.98,1.663,0.0,95.75,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,1,6.95,72.3,38.8,1,3,269.61,1.199,2.243,17.01,adequada,alcalino,estresse,synthetic_agronomic_soy
0,0,1,6.68,85.0,30.2,0,1,201.27,1.497,0.605,57.39,excesso,ideal,ideal,synthetic_agronomic_soy
0,1,1,6.4,64.1,12.8,0,2,81.68,0.835,0.833,29.45,adequada,ideal,baixa,synthetic_agronomic_soy
0,1,1,6.51,37.3,33.7,1,2,219.2,0.796,5.135,25.35,critica,ideal,estresse,synthetic_agronomic_soy
0,1,1,6.72,23.0,39.9,1,2,267.77,0.172,9.762,40.36,critica,ideal,estresse,synthetic_agronomic_soy
1,1,0,7.28,63.5,31.3,0,2,227.57,1.801,2.933,45.23,adequada,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.59,20.3,37.8,1,2,249.41,0.132,8.415,34.57,critica,ideal,estresse,synthetic_agronomic_soy
0,1,1,7.05,34.3,36.8,1,2,258.99,0.245,5.836,48.48,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,0,5.64,19.9,37.8,0,1,213.52,0.0,11.041,79.05,critica,acido,estresse,synthetic_agronomic_soy
1,0,0,7.73,58.9,22.3,0,1,172.56,0.863,1.439,100.22,adequada,alcalino,ideal,synthetic_agronomic_soy
1,0,0,4.9,27.8,26.2,1,1,128.39,0.063,3.939,102.6,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,5.96,63.8,37.4,1,3,223.14,1.584,2.078,17.52,adequada,acido,estresse,synthetic_agronomic_soy
1,1,1,7.45,78.3,39.3,0,3,292.72,0.585,2.367,17.51,excesso,alcalino,estresse,synthetic_agronomic_soy
0,1,1,5.34,80.8,16.4,0,2,87.63,0.948,0.18,53.6,excesso,acido,baixa,synthetic_agronomic_soy
1,0,0,5.22,39.8,17.4,1,1,91.14,0.258,2.69,81.68,critica,acido,baixa,synthetic_agronomic_soy
0,0,0,5.9,58.9,22.4,0,0,132.11,1.541,1.137,99.64,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,6.08,60.0,35.1,0,3,213.62,2.252,3.375,1.0,adequada,ideal,estresse,synthetic_agronomic_soy
0,0,1,7.6,52.8,38.2,0,1,290.7,0.316,5.518,85.07,baixa,alcalino,estresse,synthetic_agronomic_soy
0,0,1,7.31,67.4,29.4,0,1,214.92,2.318,1.25,75.47,adequada,alcalino,ideal,synthetic_agronomic_soy
0,0,1,6.19,31.8,15.4,0,1,95.35,0.222,4.696,59.87,critica,ideal,baixa,synthetic_agronomic_soy
0,1,1,7.72,93.3,21.1,0,2,162.97,0.401,0.0,63.56,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,0,6.73,22.8,37.7,1,1,253.67,0.055,8.274,68.2,critica,ideal,estresse,synthetic_agronomic_soy
1,1,1,7.42,81.3,22.4,0,3,166.43,1.615,0.0,27.47,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,1,5.54,62.5,15.1,0,2,83.54,0.834,0.491,55.13,adequada,acido,baixa,synthetic_agronomic_soy
0,1,0,6.27,34.6,21.1,1,1,131.99,0.44,3.038,54.35,critica,ideal,ideal,synthetic_agronomic_soy
0,1,1,4.89,74.7,36.2,0,2,176.99,0.432,2.479,63.57,adequada,acido,estresse,synthetic_agronomic_soy
0,1,0,4.83,21.8,26.8,0,1,129.38,0.0,6.872,104.16,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,6.92,77.0,17.1,1,3,118.6,1.515,0.039,12.4,excesso,alcalino,baixa,synthetic_agronomic_soy
1,1,0,5.15,62.2,21.4,0,2,110.21,0.949,0.577,67.27,adequada,acido,ideal,synthetic_agronomic_soy
0,1,1,6.44,23.9,40.6,1,2,261.65,0.098,8.416,27.69,critica,ideal,estresse,synthetic_agronomic_soy
1,0,1,6.89,21.4,25.0,1,2,171.92,0.282,4.001,44.53,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,1,4.9,75.1,25.2,0,1,123.63,0.667,0.05,100.38,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,6.15,38.4,16.6,1,1,101.98,0.754,2.854,65.4,critica,ideal,baixa,synthetic_agronomic_soy
0,1,1,6.85,86.1,21.1,0,2,144.84,1.58,0.0,41.71,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,1,7.47,76.0,36.4,0,2,272.18,0.762,2.41,55.69,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,1,5.7,70.9,35.6,1,2,202.76,1.787,1.583,41.38,adequada,acido,estresse,synthetic_agronomic_soy
0,0,1,7.72,37.3,25.1,1,1,193.57,0.79,1.9,97.06,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.33,71.7,38.8,1,2,284.61,0.54,1.908,55.49,adequada,alcalino,estresse,synthetic_agronomic_soy
1,0,0,6.75,90.9,23.4,0,1,158.05,0.942,0.302,67.09,excesso,ideal,ideal,synthetic_agronomic_soy
0,0,0,5.98,22.3,37.9,1,0,226.66,0.0,8.429,84.61,critica,acido,estresse,synthetic_agronomic_soy
1,0,1,6.93,41.1,12.9,1,2,89.77,0.324,2.834,40.98,baixa,alcalino,baixa,synthetic_agronomic_soy
1,0,0,7.25,33.8,22.4,0,1,162.49,0.334,4.242,84.85,critica,alcalino,ideal,synthetic_agronomic_soy
0,1,0,5.71,46.5,37.7,0,1,214.99,0.098,6.565,71.8,baixa,acido,estresse,synthetic_agronomic_soy
0,0,1,7.78,74.4,39.0,0,1,303.67,0.47,2.509,102.68,adequada,alcalino,estresse,synthetic_agronomic_soy
1,0,1,7.53,52.9,34.7,0,2,261.09,0.98,4.692,54.21,baixa,alcalino,estresse,synthetic_agronomic_soy
0,0,0,6.26,60.7,32.1,0,0,200.81,2.626,2.498,87.28,adequada,ideal,estresse,synthetic_agronomic_soy
1,0,0,6.97,40.1,36.5,0,1,254.11,0.788,7.797,74.09,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,1,6.37,26.3,33.2,0,2,211.72,0.367,9.091,24.12,critica,ideal,estresse,synthetic_agronomic_soy
0,0,0,7.08,36.4,19.6,1,0,139.01,0.424,2.816,111.77,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.28,83.8,26.0,1,2,189.21,1.751,0.0,57.23,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,0,4.87,63.2,31.8,0,1,154.96,0.226,1.739,96.41,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,5.04,45.2,29.6,0,0,149.28,0.293,4.541,129.4,baixa,acido,ideal,synthetic_agronomic_soy
0,0,1,5.81,78.2,38.6,0,1,223.97,0.612,2.675,83.18,excesso,acido,estresse,synthetic_agronomic_soy
0,1,1,7.55,20.2,26.2,1,2,198.0,0.313,5.041,63.47,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,5.99,35.3,17.3,1,2,103.95,0.282,3.32,30.47,critica,acido,baixa,synthetic_agronomic_soy
0,0,0,7.46,33.4,18.4,1,0,137.59,0.0,3.066,125.96,critica,alcalino,ideal,synthetic_agronomic_soy
0,1,1,6.19,93.8,37.4,0,2,231.29,0.357,1.433,16.43,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,0,5.67,71.5,12.3,1,2,69.48,0.438,0.0,50.14,adequada,acido,baixa,synthetic_agronomic_soy
0,0,0,7.5,64.4,38.1,0,0,285.63,0.336,4.049,117.18,adequada,alcalino,estresse,synthetic_agronomic_soy
0,1,1,6.48,15.4,13.7,0,2,88.59,0.0,6.658,32.43,critica,ideal,baixa,synthetic_agronomic_soy
1,1,1,5.88,29.7,23.7,1,3,139.68,0.307,3.793,12.64,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,4.93,65.8,36.0,0,2,177.62,0.423,3.07,66.81,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,5.13,45.4,24.2,0,2,124.36,0.739,2.619,63.88,baixa,acido,ideal,synthetic_agronomic_soy
1,1,0,5.22,88.9,36.7,0,2,191.34,0.262,2.19,56.25,excesso,acido,estresse,synthetic_agronomic_soy
0,1,1,5.89,76.2,15.0,0,2,88.47,0.695,0.205,38.15,excesso,acido,baixa,synthetic_agronomic_soy
1,1,0,6.62,50.8,27.3,1,2,181.09,3.564,1.842,38.42,baixa,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.72,75.0,29.5,0,1,168.67,2.461,0.951,76.35,adequada,acido,ideal,synthetic_agronomic_soy
